"filename","measure","location","sex","age","cause","rei","metric","year","val","upper","lower"
"1","Deaths","Global","Male","30 to 34","Pancreatic cancer","Smoking","Rate",1990,0.09729099775,0.10794519928,0.08681737897
"1","Deaths","Global","Female","30 to 34","Pancreatic cancer","Smoking","Rate",1990,0.01340140708,0.01485672976,0.01204335741
"1","Deaths","Global","Male","30 to 34","Pancreatic cancer","Smoking","Rate",2021,0.0694156671,0.08162676103,0.05905653043
"1","Deaths","Global","Female","30 to 34","Pancreatic cancer","Smoking","Rate",2021,0.00630979463,0.00709256753,0.00555359716
"1","Deaths","Global","Male","35 to 39","Pancreatic cancer","Smoking","Rate",1990,0.29069126967,0.32532281475,0.25690187242
"1","Deaths","Global","Female","35 to 39","Pancreatic cancer","Smoking","Rate",1990,0.03704873697,0.04064410753,0.03319586777
"1","Deaths","Global","Male","35 to 39","Pancreatic cancer","Smoking","Rate",2021,0.19102011758,0.22485782117,0.16311784946
"1","Deaths","Global","Female","35 to 39","Pancreatic cancer","Smoking","Rate",2021,0.01851025838,0.02055555905,0.0164983629
"1","Deaths","Global","Male","40 to 44","Pancreatic cancer","Smoking","Rate",1990,0.6749418863,0.74971716479,0.60382792117
"1","Deaths","Global","Female","40 to 44","Pancreatic cancer","Smoking","Rate",1990,0.09988240419,0.11034713049,0.09008060811
"1","Deaths","Global","Male","40 to 44","Pancreatic cancer","Smoking","Rate",2021,0.44925143978,0.52314512383,0.38724012808
"1","Deaths","Global","Female","40 to 44","Pancreatic cancer","Smoking","Rate",2021,0.05330848742,0.05975876652,0.04727860775
"1","Deaths","Global","Male","45 to 49","Pancreatic cancer","Smoking","Rate",1990,1.29066772085,1.42228883999,1.16324319695
"1","Deaths","Global","Female","45 to 49","Pancreatic cancer","Smoking","Rate",1990,0.24017334193,0.263092342,0.21688823489
"1","Deaths","Global","Male","45 to 49","Pancreatic cancer","Smoking","Rate",2021,0.94442599656,1.09981729305,0.81074520443
"1","Deaths","Global","Female","45 to 49","Pancreatic cancer","Smoking","Rate",2021,0.13692734253,0.1562446208,0.12103914053
"1","Deaths","Global","Male","50 to 54","Pancreatic cancer","Smoking","Rate",1990,2.61564049523,2.87800849936,2.35662785441
"1","Deaths","Global","Female","50 to 54","Pancreatic cancer","Smoking","Rate",1990,0.47641297461,0.53233948196,0.42577157185
"1","Deaths","Global","Male","50 to 54","Pancreatic cancer","Smoking","Rate",2021,1.97817997784,2.31969489502,1.68877282819
"1","Deaths","Global","Female","50 to 54","Pancreatic cancer","Smoking","Rate",2021,0.32143402266,0.36948068731,0.2834859478
"1","Deaths","Global","Male","55 to 59","Pancreatic cancer","Smoking","Rate",1990,4.24148391736,4.6790849918,3.8387824068
"1","Deaths","Global","Female","55 to 59","Pancreatic cancer","Smoking","Rate",1990,0.88802012855,0.99149904272,0.78974460733
"1","Deaths","Global","Male","55 to 59","Pancreatic cancer","Smoking","Rate",2021,3.46294257556,4.03554333203,2.98374912347
"1","Deaths","Global","Female","55 to 59","Pancreatic cancer","Smoking","Rate",2021,0.69200485524,0.78731824603,0.60811274794
"1","Deaths","Global","Male","60 to 64","Pancreatic cancer","Smoking","Rate",1990,6.28666537872,6.92094998063,5.71457524087
"1","Deaths","Global","Female","60 to 64","Pancreatic cancer","Smoking","Rate",1990,1.53505240812,1.71749701385,1.36944140662
"1","Deaths","Global","Male","60 to 64","Pancreatic cancer","Smoking","Rate",2021,5.24844819761,6.05003510003,4.53075486253
"1","Deaths","Global","Female","60 to 64","Pancreatic cancer","Smoking","Rate",2021,1.18049022343,1.35068042524,1.0337226442
"1","Deaths","Global","Male","65 to 69","Pancreatic cancer","Smoking","Rate",1990,8.63058640689,9.42963622175,7.77256897929
"1","Deaths","Global","Female","65 to 69","Pancreatic cancer","Smoking","Rate",1990,2.34285093758,2.60511456899,2.09946999646
